,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/shahid/caravel_user_project/openlane/user_proj_systollic,user_proj_systollic,user_proj_systollic,flow_completed,1h46m30s,-1,536.8421052631579,4.56,268.42105263157896,0.23,2695.36,1224,0,0,0,0,0,0,0,1,0,0,-1,117519,8603,0.0,-6.65,-1,0.0,-1,0.0,-69.25,-1,0.0,-1,109707185.0,0.26,0.44,0.66,0.0,0.0,0.0,1862,4205,587,2896,0,0,0,1426,0,0,0,0,0,0,0,4,122,143,33,1748,63948,0,65696,66.66666666666667,15,14,AREA 0,5,50,1,153.6,153.18,0.45,0.0,sky130_fd_sc_hd,4,3
